date_key,region,customer_segment,product_category,total_quantity,total_revenue,avg_discount,total_profit
2023-11-24,North,Corporate,Technology,2,999.4283640000001,0.01,415.48836400000005
2025-07-24,East,Home Office,Technology,5,2045.7206000000003,0.02,1583.0706000000005
2025-01-23,North,Consumer,Office Supplies,4,191.14568000000003,0.17,-624.8943199999999
2025-10-27,Central,Consumer,Office Supplies,2,209.887776,0.02,-276.852224
2024-10-29,Central,Consumer,Office Supplies,2,56.50974,0.14,-439.97026
2025-04-14,North,Home Office,Furniture,7,2360.81706,0.08,1643.52706
2025-05-25,East,Consumer,Office Supplies,5,529.4025,0.1,-905.4475000000001
2024-01-15,West,Corporate,Office Supplies,5,1027.614,0.2,-189.23599999999988
2025-04-14,West,Consumer,Furniture,3,659.0515200000001,0.2,-78.73847999999987
2025-07-07,Central,Home Office,Furniture,4,38.36592,0.17,-1100.39408
2024-01-01,East,Consumer,Office Supplies,5,1825.4874750000001,0.17,514.8874750000002
2023-02-27,North,Consumer,Furniture,2,214.032956,0.18,-191.827044
2023-07-29,West,Consumer,Office Supplies,1,289.31144,0.17,72.63144
2025-11-30,Central,Corporate,Furniture,4,104.40204,0.06,-15.197959999999995
2025-03-03,South,Home Office,Furniture,3,166.270938,0.14,122.380938
2023-04-29,South,Consumer,Technology,3,539.03718,0.19,-128.70281999999997
2023-12-01,North,Consumer,Technology,3,330.054768,0.07,198.504768
2023-08-01,East,Home Office,Office Supplies,5,1284.703875,0.11,336.1038749999999
2023-12-05,Central,Corporate,Furniture,5,552.5476,0.11,-773.8023999999999
2025-02-01,Central,Corporate,Office Supplies,6,815.08392,0.14,182.56392000000005
2024-01-14,North,Home Office,Technology,7,3147.42505,0.15,2142.64505
2024-12-13,North,Home Office,Furniture,0,1190.549745,0.01,1190.549745
2023-08-13,Central,Corporate,Office Supplies,7,2687.7774,0.12,1319.3473999999999
2023-08-24,North,Corporate,Technology,8,1548.203544,0.085,802.403544
2024-12-12,West,Consumer,Office Supplies,4,930.74806,0.05,574.5480600000001
2024-09-14,South,Corporate,Furniture,3,786.6329700000002,0.18,732.3629700000002
2023-06-04,South,Corporate,Office Supplies,4,407.250132,0.13,-432.70986800000003
2023-09-14,South,Corporate,Office Supplies,9,300.81712500000003,0.15,-328.912875
2024-05-14,East,Corporate,Furniture,4,1396.9278,0.1,327.1278
2024-05-24,North,Corporate,Furniture,5,2134.0893200000005,0.12,1137.3393200000005
2024-12-09,Central,Consumer,Office Supplies,4,717.4085600000001,0.14,642.96856
2025-06-12,North,Corporate,Office Supplies,4,1679.8379400000003,0.19,1202.7179400000005
2023-05-17,East,Home Office,Technology,5,145.05480000000003,0.19,-1124.7451999999998
2024-03-12,West,Corporate,Furniture,2,525.2955280000001,0.08,-43.22447199999988
2024-12-02,Central,Consumer,Furniture,5,2288.7072999999996,0.06,1603.7072999999996
2025-07-30,West,Consumer,Office Supplies,3,1078.254408,0.12,950.4544080000001
2023-06-01,North,Home Office,Technology,9,1055.18352,0.07,566.3635200000001
2023-08-23,North,Consumer,Office Supplies,6,1726.8249600000004,0.14,1615.1649600000003
2023-02-07,West,Corporate,Furniture,3,1129.0773749999998,0.05,350.42737499999976
2025-04-01,North,Consumer,Office Supplies,4,922.83744,0.11,752.43744
2025-01-17,North,Consumer,Furniture,5,1554.307125,0.11,846.6071250000001
2025-09-02,North,Consumer,Technology,11,2856.8281140000004,0.12,900.1781140000005
2025-01-02,Central,Home Office,Furniture,6,2687.5233,0.01,1809.5432999999998
2025-02-16,East,Consumer,Technology,12,5385.73158,0.12000000000000001,5147.85158
2023-03-06,South,Corporate,Technology,5,771.16725,0.05,349.4672499999999
2025-04-04,Central,Corporate,Office Supplies,3,1197.0080370000003,0.19,306.7280370000003
2024-01-04,West,Consumer,Technology,4,1853.5545,0.05,1346.5945
2025-11-01,North,Corporate,Furniture,6,2168.25228,0.1,1207.59228
2024-09-21,Central,Consumer,Furniture,4,577.17924,0.11,-421.06075999999996
2023-02-22,Central,Corporate,Furniture,4,1191.2172800000003,0.18,551.4172800000003
2025-09-25,North,Corporate,Office Supplies,11,3634.5117950000003,0.08499999999999999,1324.6217950000002
2024-01-20,South,Home Office,Office Supplies,5,1659.4426700000001,0.14,1160.84267
2023-02-25,Central,Home Office,Technology,4,59.25216,0.07,-667.18784
2025-02-18,East,Corporate,Technology,4,1320.17424,0.12,950.05424
2025-10-12,East,Consumer,Office Supplies,5,1928.4496000000001,0.12,1876.8996000000002
2025-03-13,East,Consumer,Technology,5,497.288385,0.01,431.838385
2025-04-24,Central,Consumer,Furniture,2,346.82338,0.14,-59.03662000000003
2026-01-08,Central,Home Office,Office Supplies,2,38.13656,0.18,-286.04344000000003
2025-10-15,North,Consumer,Office Supplies,8,1172.40756,0.11499999999999999,776.56756
2024-01-31,Central,Consumer,Furniture,1,111.341739,0.07,41.901739000000006
2025-10-27,North,Consumer,Office Supplies,4,2096.094,0.0,1518.094
2024-10-01,North,Corporate,Furniture,6,2658.4346880000003,0.16,1462.3346880000004
2024-07-20,North,Consumer,Office Supplies,3,315.52919999999995,0.05,105.61919999999995
2023-08-28,West,Home Office,Office Supplies,5,1663.1405899999997,0.06,1538.7405899999997
2023-03-31,South,Consumer,Furniture,0,683.6337,0.07,683.6337
2023-08-20,East,Home Office,Technology,4,467.85816000000005,0.03,-177.54183999999992
2024-04-01,Central,Corporate,Office Supplies,3,116.17214700000001,0.03,-370.24785299999996
2025-10-01,Central,Corporate,Office Supplies,6,272.8574100000001,0.19,-1034.00259
2024-03-14,Central,Corporate,Office Supplies,2,353.82546,0.1,13.905460000000005
2024-10-25,North,Corporate,Technology,5,1314.17055,0.03,709.52055
2024-10-18,Central,Corporate,Office Supplies,7,1562.5647629999999,0.04,240.32476299999973
2023-05-10,Central,Corporate,Office Supplies,3,1301.3860020000002,0.18,1164.6760020000002
2023-05-21,North,Consumer,Office Supplies,6,948.075912,0.175,62.295912000000044
2024-09-17,North,Corporate,Furniture,4,1028.5947,0.19,955.6747000000001
2023-08-11,Central,Corporate,Furniture,3,1360.15425,0.09,1144.90425
2025-01-13,Central,Corporate,Office Supplies,3,626.3730000000002,0.0,83.64300000000014
2023-12-23,North,Consumer,Office Supplies,4,342.09378,0.03,159.81377999999998
2025-11-12,South,Corporate,Office Supplies,2,175.08393000000004,0.19,-258.27607
2025-05-08,East,Consumer,Technology,4,1401.70428,0.1,1334.7842799999999
2023-03-26,West,Home Office,Furniture,6,1543.7822399999998,0.09,336.22223999999983
2023-08-28,Central,Home Office,Office Supplies,3,721.397745,0.07,261.977745
2024-02-26,East,Consumer,Furniture,2,912.1686,0.03,414.80859999999996
2023-03-03,North,Home Office,Furniture,2,784.599328,0.14,383.619328
2025-10-06,Central,Consumer,Office Supplies,1,151.15760000000003,0.2,-65.52239999999998
2025-05-30,South,Corporate,Technology,3,898.7678700000001,0.09,264.86787000000004
2024-01-11,West,Home Office,Office Supplies,2,607.31286,0.11,78.19286
2025-05-10,Central,Corporate,Office Supplies,3,255.32577,0.02,-309.57423000000006
2024-09-08,Central,Home Office,Furniture,4,879.51864,0.09,219.31863999999996
2024-09-03,South,Home Office,Office Supplies,3,756.03204,0.05,126.06204000000002
2025-07-01,Central,Consumer,Technology,8,1305.003083,0.10666666666666667,223.75308300000015
2023-03-20,Central,Consumer,Furniture,4,389.00736,0.04,-309.23264
2024-08-07,South,Home Office,Furniture,2,511.23114000000004,0.13,-57.28885999999994
2024-01-31,North,Consumer,Technology,5,259.94849999999997,0.05,-852.9515000000001
2024-02-06,North,Corporate,Office Supplies,4,805.24708,0.11,-252.99292000000003
2024-06-01,West,Home Office,Technology,3,1365.6270900000002,0.05,1198.52709
2023-04-26,North,Corporate,Office Supplies,5,296.73269999999997,0.03,-1138.1173000000001
2023-08-14,North,Corporate,Furniture,4,1037.6256,0.15,262.90560000000005
2023-08-18,North,Consumer,Technology,4,1276.3872,0.15,769.4271999999999
2023-07-01,North,Home Office,Technology,3,1076.4818460000001,0.01,1037.2118460000002
2023-07-29,North,Home Office,Office Supplies,4,1504.8035200000002,0.08,1463.5635200000002
2023-04-06,East,Consumer,Furniture,5,1103.65395,0.02,-194.0960500000001
2025-01-25,South,Corporate,Office Supplies,7,1861.2440000000001,0.0,578.8440000000003
2026-01-14,East,Home Office,Furniture,7,1178.78761,0.09,-253.06239000000005
2025-04-23,North,Consumer,Office Supplies,5,421.36920000000003,0.08,-22.2808
2025-03-01,East,Consumer,Technology,4,1016.1778200000001,0.03,992.73782
2025-12-05,Central,Corporate,Technology,1,211.30956000000003,0.02,128.62956000000003
2025-02-26,South,Corporate,Office Supplies,6,1983.4255200000002,0.15,579.5655200000002
2024-11-21,North,Corporate,Technology,17,2570.8063199999997,0.11333333333333334,-27.12367999999978
2023-02-08,Central,Corporate,Technology,2,492.18673200000006,0.11,246.56673200000006
2024-11-20,North,Consumer,Office Supplies,7,2144.84319,0.13,925.86319
2023-06-10,East,Consumer,Office Supplies,4,847.9871400000001,0.09,751.66714
2025-11-23,South,Corporate,Furniture,5,2056.5216,0.04,808.7216000000001
2025-08-24,Central,Home Office,Office Supplies,3,761.41692,0.06,251.53692
2023-04-23,East,Consumer,Office Supplies,5,1449.1449,0.08,-34.65509999999995
2023-11-14,North,Consumer,Office Supplies,3,635.7819089999999,0.17,70.88190899999984
2025-04-03,Central,Consumer,Furniture,5,1936.2998200000004,0.09,1510.7498200000005
2023-05-08,East,Consumer,Furniture,6,791.4508800000002,0.18,-914.1091199999997
2025-05-01,North,Home Office,Furniture,3,1043.27874,0.06,498.3287399999999
2024-05-26,West,Consumer,Furniture,1,53.505885,0.15,-108.31411499999999
2023-02-14,Central,Corporate,Furniture,4,1426.54968,0.1,1306.9496800000002
2023-08-07,East,Home Office,Office Supplies,4,307.3532000000001,0.15,-474.60679999999996
2023-06-26,North,Consumer,Furniture,3,440.71695000000005,0.1,344.05695000000003
2023-09-24,East,Consumer,Furniture,3,820.0592400000002,0.09,158.79924000000017
2024-05-03,Central,Home Office,Technology,4,1572.327336,0.13,1105.207336
2024-12-02,North,Consumer,Office Supplies,3,402.47045999999995,0.03,-458.43954000000014
2024-11-17,Central,Corporate,Office Supplies,8,2892.759552,0.04,513.3995519999999
2025-09-22,North,Corporate,Office Supplies,2,68.79312,0.14,-465.14688000000007
2025-05-21,West,Corporate,Technology,6,2844.6923699999998,0.07,2084.13237
2023-07-23,South,Corporate,Furniture,5,1204.0600000000002,0.2,1042.9600000000003
2024-07-05,Central,Home Office,Furniture,5,999.3544,0.14,274.75440000000015
2023-11-19,North,Home Office,Office Supplies,1,11.292138000000001,0.18,-226.407862
2024-08-16,North,Consumer,Furniture,3,442.3518000000001,0.01,134.94180000000011
2023-06-30,Central,Home Office,Technology,2,425.8425600000001,0.12,257.1625600000001
2024-05-13,North,Corporate,Technology,4,709.1917199999999,0.15,674.6717199999999
2025-05-27,North,Consumer,Furniture,1,250.61454,0.07,121.28453999999999
2025-04-02,North,Home Office,Technology,4,187.78788,0.14,-778.97212
2023-02-18,East,Home Office,Technology,5,1760.724,0.04,711.4239999999998
2023-11-07,Central,Corporate,Office Supplies,7,207.777094,0.18,-591.412906
2024-06-20,North,Corporate,Technology,6,1028.73738,0.03,616.2973800000001
2024-09-30,West,Home Office,Technology,0,314.569728,0.12,314.569728
2023-08-22,East,Home Office,Technology,2,647.7655880000001,0.14,414.2055880000001
2024-08-27,North,Consumer,Furniture,5,579.0225,0.0,-718.7275
2023-04-04,Central,Consumer,Office Supplies,5,1573.4467699999998,0.17,138.59676999999965
2025-08-24,Central,Corporate,Office Supplies,7,181.04625000000001,0.01,-1647.49375
2023-02-04,West,Corporate,Office Supplies,7,1991.32521,0.17,253.6452099999999
2024-03-22,Central,Corporate,Office Supplies,3,780.34446,0.08,-13.335540000000037
2024-10-14,North,Home Office,Furniture,5,802.7533500000001,0.18,-298.7966499999999
2024-08-17,North,Corporate,Office Supplies,4,927.9468000000002,0.1,860.1068000000001
2026-01-08,North,Corporate,Office Supplies,7,2027.8950300000001,0.1,838.1750300000001
2025-09-15,North,Corporate,Furniture,3,97.77631500000001,0.09,-563.4836849999999
2023-01-29,Central,Home Office,Furniture,14,2564.8724100000004,0.095,-374.8475899999996
2023-01-16,East,Home Office,Office Supplies,6,1380.51459,0.19,-294.56540999999993
2025-08-19,West,Corporate,Furniture,4,163.69844400000002,0.09,67.61844400000003
2024-07-26,Central,Consumer,Furniture,4,972.2525039999999,0.07,91.01250399999992
2023-11-22,East,Consumer,Furniture,3,119.829942,0.07,-691.940058
2023-11-20,South,Home Office,Furniture,1,451.73016,0.06,258.05016
2023-06-14,South,Consumer,Furniture,2,330.89188,0.14,-196.68812000000003
2025-03-08,Central,Consumer,Technology,11,1497.351555,0.095,-474.188445
2023-07-12,East,Consumer,Furniture,4,305.72125600000004,0.18,18.641256000000055
2025-10-30,West,Consumer,Office Supplies,1,451.35596000000004,0.12,351.63596000000007
2024-03-24,Central,Home Office,Furniture,8,2086.77282,0.135,1046.1528200000002
2023-12-06,Central,Corporate,Furniture,0,676.5528,0.2,676.5528
2025-12-11,South,Consumer,Technology,8,454.97087999999997,0.07,-538.2291200000001
2024-04-10,North,Consumer,Office Supplies,1,489.17495,0.05,225.38495
2025-03-09,North,Consumer,Furniture,2,600.674246,0.03,153.49424600000003
2024-02-05,North,Home Office,Office Supplies,3,439.54944,0.14,-344.1105600000001
2024-08-27,East,Home Office,Furniture,0,321.05304,0.12,321.05304
2025-07-20,Central,Corporate,Technology,5,1052.0903400000002,0.16,822.2403400000002
2025-09-23,Central,Corporate,Technology,5,1737.7605,0.1,277.91049999999996
2024-08-20,South,Corporate,Furniture,4,966.70728,0.16,268.46727999999996
2024-05-28,North,Corporate,Furniture,2,287.69664,0.04,-146.18336
2024-12-17,North,Home Office,Technology,3,518.3491949999999,0.09,1.3891949999998587
2024-10-27,Central,Home Office,Furniture,5,709.08075,0.1,-90.66925000000003
2025-12-15,North,Home Office,Furniture,5,177.60540000000003,0.02,-774.0446000000001
2025-12-05,West,Consumer,Furniture,0,582.9411,0.11,582.9411
2024-02-17,Central,Consumer,Technology,3,991.345635,0.11,973.765635
2024-01-22,North,Corporate,Furniture,5,176.51864999999998,0.07,27.01864999999998
2023-10-02,East,Home Office,Office Supplies,5,2398.0264,0.12,914.2264000000002
2023-12-19,East,Consumer,Office Supplies,5,1663.1937,0.18,1041.9437
2024-08-20,North,Corporate,Office Supplies,2,913.0842860000001,0.11,430.88428600000015
2024-07-11,Central,Consumer,Furniture,4,1155.7282000000002,0.05,1097.2082000000003
2023-04-23,North,Corporate,Technology,6,1308.2124,0.08,676.8323999999999
2023-05-21,Central,Consumer,Technology,2,55.48473,0.07,-51.995270000000005
2024-12-30,East,Corporate,Furniture,3,850.0319100000002,0.09,-4.038089999999784
2024-08-11,Central,Corporate,Technology,4,1905.9471200000003,0.02,1405.7071200000003
2024-02-15,Central,Home Office,Furniture,4,1145.7585680000002,0.03,505.95856800000024
2024-01-12,South,Corporate,Furniture,4,1591.1473600000004,0.08,552.9473600000003
2025-01-20,East,Consumer,Technology,1,434.80327000000005,0.11,273.4532700000001
2025-09-21,East,Corporate,Furniture,5,928.6401600000003,0.18,55.84016000000031
2024-12-03,North,Consumer,Technology,5,2197.3370200000004,0.11,1563.5370200000002
2024-04-06,South,Corporate,Office Supplies,3,473.64975000000004,0.15,-346.82025
2023-01-12,Central,Home Office,Office Supplies,3,992.3958000000001,0.1,482.5158000000001
2025-06-10,Central,Corporate,Technology,4,1390.68,0.02,1020.5600000000001
2024-03-29,West,Corporate,Office Supplies,6,336.12012,0.17,274.26012
2023-06-04,East,Consumer,Technology,5,777.4299000000001,0.1,156.6799000000001
2025-01-18,West,Consumer,Office Supplies,4,764.277888,0.04,409.35788799999995
2023-11-17,South,Consumer,Office Supplies,2,795.2641199999999,0.16,747.10412
2025-05-22,East,Home Office,Office Supplies,7,1722.434533,0.11,144.2845329999999
2026-01-07,Central,Corporate,Furniture,5,540.35,0.2,-437.65
2025-05-07,East,Corporate,Technology,3,1215.5314500000002,0.15,989.1514500000002
2023-06-25,Central,Corporate,Furniture,1,295.01505000000003,0.1,137.42505000000003
2025-05-19,North,Consumer,Furniture,6,95.275368,0.17,-726.724632
2025-08-23,Central,Corporate,Furniture,7,1593.397883,0.11,-396.42211699999984
2023-10-29,East,Corporate,Technology,3,1235.4086250000003,0.01,855.1886250000002
2025-02-17,West,Consumer,Furniture,4,254.90168000000003,0.06,-443.33831999999995
2025-10-06,North,Consumer,Furniture,4,179.354256,0.06,-300.685744
2024-07-04,South,Corporate,Technology,7,2818.8165600000007,0.1,1853.3065600000007
2023-11-10,North,Consumer,Furniture,2,60.883214,0.03,-480.29678599999994
2023-07-03,North,Consumer,Furniture,3,1428.829422,0.06,576.049422
2024-12-13,Central,Consumer,Technology,9,517.6946250000001,0.15,153.46462500000007
2023-05-08,Central,Home Office,Office Supplies,5,2177.0144,0.08,935.8144
2024-01-21,South,Consumer,Furniture,3,996.373728,0.07,741.0437280000001
2023-09-28,North,Home Office,Office Supplies,3,461.881764,0.19,-24.538235999999984
2023-07-17,Central,Consumer,Furniture,4,1389.6646400000002,0.2,404.1846400000002
2024-08-26,South,Corporate,Furniture,1,331.44892000000004,0.18,306.28892
2025-10-06,Central,Home Office,Office Supplies,3,1405.022136,0.06,567.4821360000001
2023-03-25,South,Home Office,Furniture,4,296.96479999999997,0.06,238.44479999999996
2025-09-20,North,Home Office,Office Supplies,4,1579.2084000000002,0.1,846.4084000000003
2023-05-13,South,Corporate,Furniture,3,442.347255,0.17,-369.42274499999996
2024-04-11,South,Home Office,Office Supplies,4,1837.7620800000002,0.12,1763.3220800000001
2024-04-15,Central,Home Office,Technology,3,213.39120000000003,0.2,52.53120000000004
2023-05-29,Central,Home Office,Technology,4,594.45012,0.13,292.61012
2025-02-28,North,Corporate,Office Supplies,11,2267.3647360000004,0.060000000000000005,-543.565264
2023-01-24,Central,Consumer,Office Supplies,2,375.58080000000007,0.04,-76.83919999999995
2024-12-06,North,Consumer,Office Supplies,2,690.081,0.15,338.321
2024-08-09,North,Home Office,Furniture,2,664.88422,0.09,159.60422000000005
2025-08-04,North,Corporate,Furniture,0,423.28622199999995,0.17,423.28622199999995
2025-07-27,West,Home Office,Office Supplies,5,2109.21396,0.07,868.01396
2024-01-22,Central,Home Office,Furniture,5,340.890375,0.15,267.740375
2025-06-28,Central,Home Office,Furniture,4,1197.0399,0.05,315.35990000000004
2024-03-06,North,Home Office,Office Supplies,4,397.68048,0.13,101.36048
2023-01-26,North,Corporate,Technology,5,1139.006925,0.17,-317.8930750000002
2024-01-20,West,Consumer,Furniture,4,528.107488,0.11,-38.05251199999998
2024-10-31,Central,Home Office,Office Supplies,6,2011.3534080000004,0.08,660.2334080000003
2025-01-12,North,Consumer,Office Supplies,3,70.82988,0.08,-515.64012
2025-08-24,North,Consumer,Furniture,7,2539.6024500000003,0.01,1317.6824500000002
2023-04-01,West,Home Office,Office Supplies,6,2333.5981199999997,0.17,791.7781199999995
2023-04-20,North,Home Office,Furniture,3,237.11688,0.06,-558.6931199999999
2023-12-06,North,Home Office,Furniture,3,168.1155,0.1,-402.8745
2025-09-05,East,Home Office,Furniture,10,4446.40105,0.09,3595.3010500000005
2023-06-17,North,Corporate,Office Supplies,3,143.64945,0.1,-399.08055
2023-04-15,Central,Corporate,Technology,6,1750.125384,0.17,1024.545384
2023-05-30,East,Corporate,Furniture,5,1759.6656,0.12,1412.4656
2023-05-26,Central,Home Office,Technology,2,634.4247,0.15,89.06470000000002
2023-10-26,East,Consumer,Furniture,3,621.13821,0.02,412.81820999999997
2024-10-07,Central,Home Office,Office Supplies,6,785.1803400000001,0.18,39.680340000000115
2025-12-07,North,Home Office,Office Supplies,4,703.84776,0.02,-167.39224000000002
2024-09-29,North,Consumer,Furniture,3,320.98175999999995,0.04,-427.6982400000001
2023-08-27,West,Consumer,Office Supplies,5,851.088,0.2,-455.01200000000017
2025-06-15,East,Corporate,Office Supplies,3,646.785405,0.13,-173.68459500000006
2024-05-01,North,Consumer,Office Supplies,6,1532.2742400000002,0.2,-108.66575999999986
2023-08-02,North,Home Office,Furniture,6,919.1193,0.05,-422.4207
2024-11-03,West,Home Office,Office Supplies,5,1721.2662000000003,0.1,743.8162000000002
2023-08-27,North,Consumer,Technology,5,1425.1996000000004,0.08,804.4496000000004
2024-11-30,North,Corporate,Furniture,5,230.16840000000002,0.12,-182.28159999999997
2026-01-10,North,Consumer,Technology,2,127.85472800000002,0.18,74.05472800000003
2024-05-19,North,Corporate,Technology,3,85.054728,0.12,-774.265272
2023-07-21,North,Consumer,Office Supplies,9,3757.4508339999993,0.08499999999999999,2978.600834
2024-10-05,Central,Consumer,Office Supplies,7,2251.7812799999997,0.03,933.6812799999996
2024-08-19,Central,Corporate,Office Supplies,5,1242.94225,0.15,1029.94225
2024-01-28,North,Consumer,Technology,10,1768.334304,0.065,428.79430400000024
2024-11-30,Central,Home Office,Office Supplies,5,1636.7274,0.12,269.27739999999994
2025-07-06,West,Home Office,Technology,3,586.2423600000002,0.19,-47.6576399999999
2025-12-30,Central,Corporate,Technology,8,1391.90904,0.1,-150.04096000000015
2025-10-29,Central,Consumer,Office Supplies,5,1429.1578399999999,0.04,843.0678399999999
2025-09-20,Central,Home Office,Office Supplies,2,351.64272,0.06,174.18272
2023-01-14,Central,Consumer,Office Supplies,2,489.49152000000004,0.08,452.27152
2024-12-16,East,Consumer,Furniture,5,1247.50815,0.02,888.65815
2025-03-29,West,Corporate,Office Supplies,3,602.1635400000001,0.13,-235.37645999999984
2023-04-14,Central,Corporate,Office Supplies,8,2581.2864,0.04,2498.8064
2025-01-11,North,Consumer,Furniture,4,1643.64228,0.13,504.88228000000004
2024-09-30,West,Home Office,Office Supplies,4,515.73984,0.16,-448.66016
2025-04-29,North,Corporate,Furniture,4,299.53728,0.08,-582.1427199999999
2025-02-07,West,Corporate,Office Supplies,5,2569.035,0.0,1846.3849999999998
2025-06-18,East,Corporate,Furniture,4,65.93400000000001,0.19,-708.7860000000001
2023-07-07,South,Corporate,Technology,4,1420.4404200000001,0.17,1236.5604200000002
2024-06-29,West,Consumer,Office Supplies,4,1424.7263999999998,0.05,947.6063999999998
2024-01-15,North,Home Office,Furniture,5,878.3539050000002,0.11,728.8539050000002
2023-04-20,Central,Home Office,Furniture,7,1431.7075080000004,0.01,-440.44249199999945
2024-06-28,North,Corporate,Furniture,4,1012.16,0.12,911.52
2023-11-13,North,Consumer,Technology,3,379.65312000000006,0.04,218.43312000000006
2025-12-24,South,Corporate,Office Supplies,5,883.9055999999999,0.04,-137.34440000000006
2024-06-23,West,Home Office,Technology,5,1245.116735,0.03,611.316735
2024-09-12,North,Corporate,Furniture,4,1439.887872,0.04,634.847872
2024-09-10,North,Corporate,Office Supplies,4,75.82448000000001,0.14,-917.13552
2023-04-09,East,Corporate,Furniture,5,1624.4118,0.13,1551.2618
2023-11-13,West,Corporate,Office Supplies,4,654.3084240000001,0.01,-532.7315759999999
2025-03-09,Central,Home Office,Furniture,0,73.47824000000001,0.17,73.47824000000001
2024-06-05,North,Home Office,Furniture,3,1224.87309,0.19,1208.0130900000001
2024-06-03,South,Home Office,Furniture,3,625.0330800000002,0.03,581.1430800000002
2024-12-17,West,Home Office,Office Supplies,5,1645.227185,0.03,748.677185
2024-07-13,Central,Home Office,Technology,6,1409.5661400000001,0.09,808.9861400000001
2025-08-26,East,Consumer,Furniture,2,627.3552599999999,0.13,307.1352599999999
2025-12-13,Central,Home Office,Office Supplies,2,232.255912,0.17,21.41591199999999
2025-03-12,East,Corporate,Technology,4,796.98432,0.04,679.98432
2023-02-12,South,Corporate,Office Supplies,8,1337.04144,0.02,687.76144
2023-12-16,East,Home Office,Furniture,6,66.3768,0.2,-1673.8632000000002
2025-06-30,North,Corporate,Furniture,4,647.5814399999999,0.04,-233.65856000000008
2024-08-06,East,Corporate,Furniture,4,303.14088000000004,0.18,-282.17912
2024-06-03,North,Home Office,Furniture,0,1967.56308,0.16,1967.56308
2023-10-26,East,Home Office,Office Supplies,2,158.83560000000003,0.1,-40.60439999999997
2025-04-29,South,Consumer,Furniture,3,1009.9514700000001,0.17,339.1814700000001
2023-06-27,West,Consumer,Technology,2,655.0368,0.04,596.5368
2025-04-21,East,Consumer,Technology,4,1578.13404,0.06,1071.1740399999999
2025-01-28,North,Home Office,Furniture,3,1496.4675,0.03,727.5974999999999
2025-12-27,Central,Corporate,Technology,9,2276.9076130000003,0.095,1210.887613
2024-12-08,East,Consumer,Technology,1,106.08510000000001,0.07,0.8551000000000073
2024-05-23,North,Consumer,Technology,3,1086.50652,0.06,919.4065199999999
2026-01-03,East,Corporate,Technology,2,150.652576,0.08,117.192576
2024-10-27,North,Corporate,Furniture,4,1088.3268,0.1,220.56680000000006
2024-06-14,Central,Consumer,Technology,2,817.63143,0.03,680.15143
2023-06-08,North,Home Office,Furniture,4,49.92988000000001,0.09,-78.95011999999998
2025-12-06,North,Corporate,Office Supplies,2,832.68108,0.07,303.56107999999995
2024-06-08,Central,Home Office,Technology,4,995.15304,0.19,79.11304000000007
2023-05-24,West,Consumer,Furniture,2,44.298,0.1,-241.002
2024-10-29,East,Corporate,Furniture,5,1208.7790000000002,0.12,773.9790000000003
2023-03-26,Central,Corporate,Furniture,5,2284.37,0.0,834.1699999999998
2024-02-20,East,Corporate,Furniture,5,1753.4641050000002,0.19,400.5141050000004
2024-04-26,North,Home Office,Furniture,6,1499.9110200000002,0.1,-205.6489799999997
2024-11-10,South,Consumer,Office Supplies,2,637.22736,0.12,118.80736000000002
2024-01-13,Central,Corporate,Furniture,7,1982.059338,0.15500000000000003,43.249337999999966
2023-11-26,East,Consumer,Furniture,3,679.6389600000001,0.08,-58.12103999999988
2024-03-14,North,Corporate,Office Supplies,7,1002.0402000000001,0.16,446.03020000000015
2023-05-18,East,Home Office,Office Supplies,5,858.93822,0.08,237.68822
2025-07-31,North,Home Office,Technology,4,552.50184,0.07,274.66184000000004
2025-04-22,West,Home Office,Furniture,3,1064.9232,0.19,466.8732
2024-01-31,South,Corporate,Furniture,4,393.97092000000004,0.06,-304.26908
2024-04-08,South,Consumer,Furniture,4,394.39344,0.16,-600.32656
2025-11-20,Central,Corporate,Furniture,1,39.387128,0.06,-245.302872
2023-01-19,South,Corporate,Technology,5,427.82685000000004,0.13,-186.22314999999992
2024-12-12,North,Home Office,Furniture,6,2885.0345700000007,0.105,2023.9145700000004
2023-08-11,Central,Consumer,Technology,6,279.84000000000003,0.12,-1438.7999999999997
2025-05-03,South,Consumer,Office Supplies,6,1923.8801400000002,0.02,951.0401400000003
2024-12-02,South,Consumer,Office Supplies,2,773.39346,0.06,364.89346
2025-12-12,North,Consumer,Furniture,6,914.5257,0.03,-601.3142999999999
2024-10-09,East,Home Office,Technology,5,1829.4911250000002,0.15,1786.3411250000001
2025-05-19,East,Corporate,Office Supplies,8,978.18723,0.12,204.80723000000006
2025-07-28,North,Corporate,Furniture,4,132.90816,0.13,-203.05183999999997
2024-07-13,East,Consumer,Furniture,5,942.0142380000002,0.10500000000000001,-367.1757619999999
2024-05-22,Central,Corporate,Technology,3,67.160583,0.19,27.890583000000007
2025-04-15,South,Consumer,Office Supplies,6,1369.28088,0.17,1095.86088
2026-01-04,Central,Home Office,Technology,5,636.3945000000001,0.11,367.6945000000001
2025-02-06,North,Home Office,Technology,10,3127.638768,0.085,1333.3987679999998
2024-02-14,Central,Consumer,Furniture,3,1023.0343200000001,0.16,575.8243200000002
2023-04-16,North,Corporate,Furniture,4,835.4056200000001,0.11,205.0456200000001
2025-04-05,East,Consumer,Furniture,0,870.4626000000001,0.08,870.4626000000001
2023-03-29,Central,Consumer,Furniture,6,399.71250000000003,0.05,248.75250000000003
